Date,AAPL_TECH_Close,AMZN_TECH_Close,GOOG_TECH_Close,JNJ_HP_Close,MRK_HP_Close
2011-03-01,5239437882.4088,982150513.3314,1429399361.46,935691336.0,704924399.5595
2011-04-01,3656977882.3087997,930933292.841,1098544714.576,782138080.3074,506213707.14779997
2011-05-01,3047983946.0112004,640751489.1624,1542322701.0495002,749457460.8379,530862182.5203
2011-06-01,3580789236.3264,590979045.1797,1262452284.5129998,480775252.39400005,444360529.9903
2011-07-01,3744511337.1232,968573159.1085,1295247879.6611,693908457.8304,476343199.493
2011-10-01,5486048935.92,623461188.3687,969918061.2891,607614000.0,398921650.7237
2011-11-01,5418751786.224,518769616.74320006,886595654.5404,459104256.0,378168480.2346
2011-12-01,3722077969.5456,493168733.3582,1007120799.435,519543750.0,478822660.7778
2011-01-13,3663966235.986,624679506.633,822633669.1367,596997027.0,2577272661.7056
2011-01-14,3843734311.76,691353500.0,1476549790.1999002,705232473.7253,1429150421.9999998
2011-01-18,22884357099.856,745148250.0,2313505106.008,865978262.1102,1997483191.025
2011-01-19,13742537670.6912,725504068.5879999,2151792975.8995,600369561.5967,1008707205.9999999
2011-01-20,9086788579.7668,1038973443.9692999,3438296177.8752,724059207.5186,735752378.392
2011-01-21,8802783964.6852,1207555990.3876,5447963397.8220005,810331652.0,704520011.5646
2011-01-24,6925958369.512,990413088.6018001,2810425090.4695997,707628071.373,663612280.3665
2011-01-25,6667883321.876,821831686.0469999,2260645074.7568,1713703292.1134,1088203232.62
2011-01-26,6224613322.5892,659852254.2378,1256464468.0997999,1227883219.4758,868591706.1624
2011-01-27,3493706195.0,2691937036.2167997,1245380308.3852,680799260.0,514540425.0
2011-01-28,7106801228.3184,3407089328.0917997,2542813232.2432,918080957.4024,534143333.0
2011-01-31,4571692130.3228,1139658477.2819,1683941710.0016,1138989074.0,469584344.6862
2011-01-02,5257187607.0,875334254.0859001,1677433330.32,896141729.7805,727821000.0
2011-02-02,3184409124.9936,789127670.4525,1077518232.885,605848394.0058,466428530.0
2011-03-02,4830209129.284,639061744.7522999,912202396.488,612797109.9211,1323859890.4778001
2011-04-02,3982774950.0,764908423.5654,947499969.9116001,591699420.0,831222366.7272
2011-07-02,6095335320.2672,927086684.2171,1105417944.7875,500168781.783,477849900.0
2011-08-02,4833774992.172,1426934378.4102,1048059644.9599999,479451536.1324,394855014.00000006
2011-09-02,6175000950.8908,1540343334.9381,1135866727.3209,520006528.5415,468299607.00000006
2011-10-02,11757432882.65,992760031.3197999,1438986893.0722,525673575.0,357998322.83529997
2011-11-02,4684584112.5104,849335075.0,1617356741.2143998,584589569.6308,353319880.0
2011-02-14,3981977189.6548,773352737.8773999,1336655451.3597999,493539568.1308,407713014.0
2011-02-15,3652661252.3856,735496823.1091,1305665020.5814998,519683127.4272,555829864.9511999
2011-02-16,6240098271.0528,863714660.859,1051147845.0645,570485728.0,464149297.91780007
2011-02-17,6789570247.3928,643171862.8725001,924607740.773,433657630.13369995,362444978.09999996
2011-02-18,10217036144.0,779308900.0,2027495799.0488,757336242.393,559215370.9534
2011-02-22,10552001597.6984,1017045570.7257999,2221077136.0759997,670212847.101,574287252.0000001
2011-02-23,8221097992.0832,968559721.6259999,1766420956.0094998,730737104.8997,538348258.0
2011-02-24,6121642225.1712,827692875.0,1650928612.7998002,708943675.0,446591073.05709994
2011-02-25,4725262444.5768,742883756.957,1178815101.4952002,707551056.1363001,288824766.0275
2011-02-28,5084634612.582,1175460680.5176,1399440608.4399998,1230704619.969,542964699.0
2011-01-03,5690469420.837601,990732635.6941999,1996411977.6312,851942724.0353,718859137.8540001
2011-02-03,7578009559.8312,892044134.7428,1217593233.899,624190336.2646,404790234.849
2011-03-03,6430838682.6236,715039549.0326,1185721525.7800002,476354827.1973,1256456064.0812
2011-04-03,5827715611.4855995,845354571.1514,1808445299.2759998,698080673.4327,1282754486.8008
2011-07-03,6931083271.9296,1003134743.8658,2048724054.3542998,578873619.168,1265333937.084
2011-08-03,4527259354.1952,704108905.7809999,1353331083.4496002,539214069.1182001,380899211.99999994
2011-09-03,5706312935.484,1201759566.3267,1272889906.629,608989060.1652,452777303.60099995
2011-10-03,6283878870.4832,996574170.0015999,1815193074.1910002,885345617.8522999,504334000.65860003
2011-11-03,5921985626.1888,774785925.2693,1748547479.9467998,622363743.5734,401214158.99999994
2011-03-14,5504893906.2796,670588043.912,1605117349.8191998,696255761.775,446507261.7896
2011-03-15,8895823731.942001,814587269.8690001,2281421545.9835997,936662464.0,513943234.13130003
2011-03-16,13695547668.006401,857774054.3757,2116095683.8230999,979966296.0,719529972.0
2011-03-17,7881039335.1872,1041701264.4714,1627513386.4932,724067292.456,430998397.7086
2011-03-18,8895188442.602,1204377766.0989,1850676701.9996,841762183.0,621600418.0
2011-03-21,4961074891.514,667145068.2204,1741535670.806,629051562.3854,494375032.7368001
2011-03-22,3971602352.802,587213661.6684,1089303334.4436,596824332.1517999,536162696.51789993
2011-03-23,4518451906.8556,780525349.0491,1057285631.8278,581316265.8998001,401818884.3144
2011-03-24,4986196322.184,1075055557.6992002,1231667234.3690002,510951865.34419996,375763035.48420006
2011-03-25,5636065050.0,734153906.8248,1657120816.9594002,476405052.0,343913144.0
2011-03-28,3871801516.968,575925500.4048,1276341355.3019001,496579316.765,293893169.0568
2011-03-29,4423359556.8288,852948827.5769999,933551507.7224001,549579375.2803,325230038.07839996
2011-03-30,4101457823.232,1230695592.2814,827532946.1136,637527442.7364,574395012.7509
2011-03-31,3410658342.2911997,869397469.1325,1190737637.1506,573551850.0,416355104.77400005
2011-01-04,5151930331.044,1023876961.4205,1546465321.3196,589426939.816,378453080.0
2011-04-04,5606297538.2736,765860024.3728,1207358870.2091,566318283.8302,383203860.00000006
2011-05-04,5842599018.076799,1031917029.0156001,3441533663.7704,631350449.4423,306474667.99999994
2011-06-04,4859798198.4944,992514704.8465,1532055117.036,597268192.0,434947338.9162
2011-07-04,4509108298.699201,843929258.2559999,1468247571.6407,549172892.0,419128108.1502
2011-08-04,4517748165.8008,688303370.0848,1099528263.0864,466951264.14680004,619026280.2298
2011-11-04,4713271195.038,606798260.9203,1072860257.8092,589369597.8457999,375623534.00000006
2011-12-04,5052945116.7776,962770538.662,1190025908.1998,551927510.792,489311526.5802
2011-04-13,4156247153.2400002,768589297.4859,1192521376.8092,626336378.982,261865940.8239
2011-04-14,3583022255.1144,652406549.1174,3156494237.6889997,626380724.0,508577215.02
2011-04-15,5304917492.0,769074702.638,7452944800.7175,1126930778.6085,1273584574.1904001
2011-04-18,7228390059.256801,823306591.534,2655146879.163,1211303987.9652002,603570591.0
2011-04-19,5060399268.3552,473157738.522,1399807100.0978,1635149512.9169,512770500.0
2011-04-20,8568399658.285601,747891204.6624999,1608723488.7168,1721279892.2679,484072642.22069997
2011-04-21,9441475260.0,622378305.6518999,1297018919.3879998,748856566.9999999,538138375.8089999
2011-04-25,3360478695.0,637492495.1237999,856218812.3685999,463316566.2269,330467465.2524
2011-04-26,4240082000.0,2041760033.6000001,1864833462.7021,941774956.5,753790021.5
2011-04-27,4454573234.1124,4644990608.115001,1235952827.2494,1559090674.9999998,726228495.3825
2011-04-28,4470092743.737599,1424011051.1000001,1075888231.8439999,855915692.7258,481153001.00000006
2011-04-29,12583986454.4184,1300354615.7182,2300699959.3968,795212012.0999999,680713268.9350001
2011-02-05,5475102399.244801,1890803757.7962,1149099930.2685,1023354986.5438,667642881.3873
2011-03-05,3896706423.82,1210544981.7,1111264348.9535,868370456.211,645225250.9999999
2011-04-05,4859652281.6072,1309803506.55,1134248768.8254,880562436.1822001,636111113.3991
2011-05-05,4160618383.0175996,906706004.6,1067317633.4904,970287281.8504,597682750.0
2011-06-05,3468263887.9616,793146664.0834,1100626781.2868001,777013206.2862,464831291.2264
2011-09-05,2541790298.4992003,1169740337.4762,1047748000.4710001,590873425.9907,391532543.99999994
2011-10-05,3520603874.7012,1200370457.7718,1108569081.9720001,637418275.3862,353025093.00000006
2011-11-05,4166760191.9999995,982863444.0450001,1252275048.75,1330474676.9999998,435636938.8929
2011-12-05,3985555000.0,989136033.6,774871042.7073001,1049655649.2444001,593023815.9415
2011-05-13,3965803406.8240004,835296663.7526001,1116633596.0405,779513993.1027,426253162.991
2011-05-16,5353931027.2392,1806975817.068,1533570324.8474998,764131118.5396,698972141.2608
2011-05-17,5430274472.0,1377949558.8534,1752410357.8596997,716064261.5682,759734042.0000001
2011-05-18,4063587585.3496,976738602.1768,1034813738.0910001,600388600.0,487852311.9634
2011-05-19,3176293649.62,735798571.1036,1311468652.5546,642993779.3149,426173129.4011
2011-05-20,4046206014.2812004,671635629.714,1214420388.088,812388254.7340001,419778631.327
2011-05-23,4581279945.2,824124004.1999999,1192260398.8151999,788044287.9596,464833015.1942
2011-05-24,3819321443.9688,574533740.8908,984657034.3914,724744294.9823,424805067.4783
2011-05-25,3538884197.968,896181514.6935,676387616.4363999,978911073.7671001,413180754.7386
2011-05-26,2662781063.5888,794664000.0,1097637452.016,789009015.0882,618834731.0103
2011-05-27,2453443044.9144,456710249.763,909338607.8765,1094073139.8429,379947898.50710005
2011-05-31,5189554034.0,670516216.818,1421597113.6662,1108522018.4738,543771375.0
2011-01-06,6844587730.2404,662856459.3288,1553605592.2926,731506065.0101999,409784500.0
2011-02-06,4187602243.2048,589644866.7306,1164101385.7435,637071220.7487,382420026.1574
2011-03-06,3842235223.75,936797874.8215001,914577372.54,685016199.5404,354087864.0
2011-06-06,5576950050.0084,690024047.4319999,1011909423.1193999,554648295.1922001,342716621.6377
2011-07-06,6282495408.9492,912712089.5995001,990075661.8012,682955400.0,357446487.0
2011-08-06,3959868792.6504,698906641.1498001,858371140.8521,662742631.9797001,431892258.0674
2011-09-06,3256756496.8064,794247034.6889,872766885.2656001,938559495.9455,489434400.0
2011-10-06,5050928683.9872,701427408.2396001,1243130424.64,615489523.7484,421890461.901
2011-06-13,3843069634.1352,720737353.9177,1225106937.1289,542455425.4152,282004075.964
2011-06-14,3972292268.2044,752298615.7221,1190309596.6236,764208587.2218,449737583.38110006
2011-06-15,4658474407.832,1174965820.7292,1042730557.308,835170810.494,427318992.6998
2011-06-16,5929422591.0584,1107795128.8074,1379503189.8808,774876247.9999999,356165838.0
2011-06-17,7034510812.139999,1178268382.389,2544094342.5299997,950359970.3364,532566399.95150006
2011-06-20,7214584938.5624,531566726.83169997,1467573878.7954,619154910.6184,385909264.7826
2011-06-21,5732046169.5168,812386381.2696,1363310114.0196,652366615.377,307747349.3989
2011-06-22,4500216045.595201,599744426.6485001,1172270883.5536,527773766.99999994,273175759.7016
2011-06-23,6621751501.9656,894999954.4383999,2305849379.6052003,1066139283.5304002,681037272.4749001
2011-06-24,5126109927.170401,695971985.8435,1807196589.7965,857894145.6276,573491978.4011
2011-06-27,4029703702.3655996,1227765875.0,1663071523.105,469767375.0,374785156.1461
2011-06-28,3523817450.1712003,774049477.9518,1340295882.145,509128416.8984,348719480.99999994
2011-06-29,4205864236.0,941045169.7377,1165765778.7048001,611842351.5459999,449494084.3878
2011-06-30,3871651254.7271996,909591991.2405,1229666820.2978,648383714.7584001,449989860.75119996
2011-01-07,5336629018.375199,839782583.0435,1894787648.5874999,620270477.6495,351795620.2362
2011-05-07,4430947165.722,764328795.1704,2049426750.5331001,660890861.3208,318927353.97279996
2011-06-07,5585772856.481999,558521849.2152,1443087756.746,479632041.30120003,383983358.19269997
2011-07-07,5098565697.0948,681625641.7245,2151116321.8676,571560367.1696,436413365.99999994
2011-08-07,6290212938.8952,809360408.2921001,2537682865.5549,531512376.99999994,542916092.9691
2011-11-07,5596669579.4352,857362947.1011,1497083921.4963999,599974376.2433001,365716432.0
2011-12-07,5705598116.937599,841899395.0572,1517202858.0659997,705738750.4713,421944723.8424
2011-07-13,5007661318.2064,903083650.0,1501821750.0,610813843.9049001,486480649.49789995
2011-07-14,5501143074.0,821007969.5125,3517147392.7417,652005628.546,556668625.331
2011-07-15,6313991738.7904,866934341.637,8206535542.761001,691031964.2646999,524710941.0
2011-07-18,7644920220.0,613035090.1019,2658341674.1699996,695119448.556,377141604.25339997
2011-07-19,11024821651.9168,967575823.1256,1788053359.5836,912556141.6774,405708293.33579993
2011-07-20,13007307035.5228,727028605.1187,1326290909.0352,590370606.1748,296404197.0
2011-07-21,7282911142.438399,969103444.8170999,2105918753.5936,757365838.3941,411981660.0
2011-07-22,7258194401.4552,777674898.3668,2181193200.3111,515145127.72099996,273645207.0
2011-07-25,8394202744.452,713654388.714,1938374347.5140002,678910125.0,433823951.91240007
2011-07-26,6866360928.0,2112585778.9548,1458451441.4984,659747115.9834001,341841036.5513
2011-07-27,9244434224.4324,2882880163.8224,2389017973.0374,835622430.4311999,502981212.7067
2011-07-28,8312656955.414,1198962077.8706,1899014738.4,645619651.8407999,483413735.0
2011-07-29,8821841123.2616,1149916624.6708,2497672113.8538,1090350926.829,658316524.2885
2011-01-08,8683666724.712,1281287916.5251,2406470570.735,1020396165.3688,852753414.499
2011-02-08,8882976728.3628,1394404370.2398999,1896007836.1653001,1085813769.0,865052912.5868
2011-03-08,10270023665.356,1721063173.3797,2299872422.4,1119839623.0,721241032.0563
2011-04-08,11744395929.0,1325637633.682,2838267671.9319997,1452349504.0,825098803.0
2011-05-08,16073544070.3376,2031864769.928,3433143685.8825,1507410413.9622002,967418162.4917
2011-08-08,14429052515.404799,2019806718.7175,4093266767.0936995,1981705951.5768,1142097266.1462
2011-09-08,14460610437.0,2151640166.0352,3709762057.6981997,2257113636.288,1159591934.8574
2011-10-08,11412810790.5672,1700112931.788,2947949438.8686,1967871812.6889,1001133044.4162
2011-11-08,9902639247.986801,1468240891.4019,2715393745.7066,2126153502.4856,930783389.8328
2011-12-08,7122094777.728,1137006936.8612,1778286714.3173997,2681686698.3245997,618071810.0
2011-08-15,6306327548.415999,971298390.6423,3981307787.572,2542391422.552,592335846.4356
2011-08-16,6777300285.0,1029102275.5587,3740304099.9954004,845825569.1421,518960667.666
2011-08-17,6006348739.1516,781976195.0623,2174751089.1222997,761326799.6952,451389274.0183
2011-08-18,11130995428.168,1510389537.1008,3176008882.172,1476453424.0,717569838.8973
2011-08-19,9865697998.1588,1296204655.2906,2655863552.258,1224587652.6052,648276132.0
2011-08-22,6814562496.0,943394260.8041,2443953148.5585003,866395810.6893,596295799.9551
2011-08-23,8764058146.1664,1422902202.0548,2255158644.184,966688644.879,726034550.7312
2011-08-24,8413905206.0,1210560626.0052,1880927707.0204,951692175.477,432497592.99999994
2011-08-25,11629979664.478,722186420.2392,1712443487.2155,847825559.4032,512079424.0728
2011-08-26,8787779625.2792,1058263210.2428,1894704738.8065999,909600553.8494,588968688.0
2011-08-29,5644386783.0,931656825.489,1259153478.342,847479906.8679,374809116.45320004
2011-08-30,5820912622.5936,1247739432.1685998,1616123526.1362002,735505876.4510001,418550202.7997
2011-08-31,7182390377.9656,1593778120.38,1456943292.2057,957738783.6659001,476553911.2052
2011-01-09,4677486078.7928,1121212225.0729,1286225219.032,727848085.2822,413418135.1318
2011-02-09,5863757608.1168,888720000.0,1260219535.6789,878630351.9999999,432825730.6288
2011-06-09,6912597162.814,1343818072.4866,1418121082.9899,1024434096.1517,563101125.0
2011-07-09,4807033707.588,1164546388.2252,1471664303.8308,704007171.0000001,459689810.05310005
2011-08-09,5709396110.9024,955487732.0105001,1273433571.8577,1010069878.3455,1094137362.6218
2011-09-09,7614488489.249599,966961272.4257,1715602339.3560002,1082401830.9918,882856336.0
2011-12-09,6348151167.834001,1156885165.3158,1415601067.5330002,855171038.0,483926400.0
2011-09-13,6051726214.2512,1061625122.1641,1246583315.0319998,737577044.5953,465302052.0
2011-09-14,7434578660.832399,1309090010.1719,1433583320.9285,855862035.0,502607320.3522
2011-09-15,5863788535.3768,1271963658.3912,1606385777.7016,684301541.2516,414699136.52779996
2011-09-16,9991233849.1504,2812492935.259,1932105256.125,1013339529.2448,639456096.0
2011-09-19,12111636938.7776,1987489393.4466,1349371824.3152,549795243.4282,429934425.0
2011-09-20,11454838642.534,1722667875.0,1519103077.5297,698379666.8748,447385250.0
2011-09-21,8919534053.136,1363743375.5925,1355697630.6188,633907279.0413,465627890.0
2011-09-22,13898391943.772,1842674324.9816,2291037559.1415,1204771209.0862,728709694.5914
2011-09-23,7887852179.802,1446331847.4681,1459467489.4412,676486083.0,587034386.0939
2011-09-26,11704549569.3756,1331773919.7646,1401065668.352,662112962.4383,489547246.4871
2011-09-27,9018964172.7136,1757245929.8625,1623879734.6342,837203524.0,489694666.76370007
2011-09-28,6091800596.492801,3316300400.0583,1196905959.0345001,566985650.0,471712292.7687
2011-09-29,9081963546.037199,2086153558.757,1533208116.9994,570198887.8466,630560087.9999999
2011-09-30,7458085117.2968,1416371342.7988,1402732778.625,927077994.4439,792327564.2302
2011-03-10,8951591822.3424,1404240285.5024,2217119612.4176,1048599521.7822,751984772.0
2011-04-10,16412313454.9584,1851215000.0,2087282648.1378,1130996603.616,899745000.0
2011-05-10,10624361200.588799,1428549900.0,2288337744.0049,960514189.1896,795120014.726
2011-06-10,10951579296.0,1517188408.7535,1762503511.0644,602687083.5954,584449704.0
2011-07-10,7071870376.494,1524703615.9215,1471103174.8186,780387820.3616,691396068.8727
2011-10-10,6144791931.3508,1189701928.0017,1247387153.9127,457710720.00000006,484334465.0566
2011-11-10,8658952933.4196,1178271255.9852,1549885274.3486,487931644.37130004,497625857.0
2011-12-10,8938471921.694,1541822534.9784,1742989926.4563,603100201.7501999,532565098.0
2011-10-13,6216671882.582001,1141430995.999,3179273339.5038004,499780076.3433,444834463.6035
2011-10-14,8641462472.361599,1461436068.4659,5046928698.136,432251942.6788,355742067.99999994
2011-10-17,10290427082.006401,1158095079.558,2334401886.5056,688798051.7979,370072289.4538
2011-10-18,13294564192.0,1124213659.0485,2244383079.05,754055402.5894,423833715.92569995
2011-10-19,15717865003.1088,1554747096.2849,1702299994.5203,1250582524.0354002,387727127.91539997
2011-10-20,7754717600.3359995,1057061893.5249001,1972182901.6887999,723009366.4374,445082866.4304
2011-10-21,8716724905.9968,1073531545.4275,2002316151.7551,840326998.8246,598979304.0792
2011-10-24,7276876438.467999,1182299842.9758,2043845008.557,812536308.6581,479723754.69269997
2011-10-25,6114679793.958401,3182962005.9244,1481475968.882,657586501.6752,516344735.99999994
2011-10-26,6528418025.1864,4788225135.194799,1684486824.7872,640521109.1358,512997669.2951
2011-10-27,7149496707.332,2227909743.2257,2263110641.8272,1077520850.0,709805300.688
2011-10-28,4669113995.0,2147208597.1628,1505120861.3660998,681636459.2184,900862938.6582999
2011-10-31,5572970727.2148,1567867946.2835,1515832604.409,883456542.2796,599727300.0
2011-01-11,7530716478.88,1805352831.0708,1808302485.553,934848676.7499,912075736.7785
2011-02-11,4646159957.4712,1320025609.3899999,1240315746.7104,645067757.8638,430062321.4214
2011-03-11,6353914802.9448,1160211312.795,1595171561.4404998,673382398.136,511893423.17539996
2011-04-11,4320150622.3512,880164367.7368,1689892858.458,623579853.1755999,364932540.00000006
2011-07-11,3858473925.4431996,837620000.0,2042386336.5825,562169600.0,328994952.0
2011-08-11,5809698230.588,853321874.5725,1854989203.1008,518198977.9895,494120570.33480006
2011-09-11,7887021919.812,988636336.6805999,2230089790.8101997,703435913.9275,725096252.4589
2011-10-11,10246197019.6068,1063351198.6878,1706897035.935,487151722.79249996,924708239.4429001
2011-11-11,8980684316.408,1122406303.8369,2419373454.2788,592913700.0,1092944883.3849
2011-11-14,5863700934.0,1427905200.3446,1954641229.7256,537201684.1044,504651997.7044
2011-11-15,5982577386.0888,1250126381.478,1649895994.1799998,697102215.5474,318808071.0
2011-11-16,4798774585.7744,1167937733.547,1595002935.8895,540837656.7962,450671397.00000006
2011-11-17,6468543418.6716,1632703643.9324,2098993046.497,890345304.0753,577514808.0
2011-11-18,4980515755.67,1663368741.5625,1955743648.0715,808315434.6808,440209242.5954
2011-11-21,5903901437.0112,2142537100.0,1743546522.875,2064853665.1933,563303155.5002
2011-11-22,5500020545.8632,1907166464.3376002,1395064882.1158001,545972017.36,574110721.9805
2011-11-23,5613258968.3632,1514055627.0565,1325923432.206,642389992.7256,455917740.2634
2011-11-25,3307978038.3944,906892770.168,879599685.3208001,357743276.0,162696223.99999997
2011-11-28,4653319324.9256,1399297251.7561998,1663899328.7584999,728356848.322,533143810.8766
2011-11-29,5009612718.9192,1238683082.4248998,1067772785.7163999,560223599.0763999,418669951.99999994
2011-11-30,5541059160.0,1483901875.9810002,2036078409.8331,972909887.0325999,659308650.0
2011-01-12,5364257302.3116,1444509537.6385,2222202875.4562,635006485.4419,448272816.0
2011-02-12,5275641635.8492,1475360978.4738,2534565064.8262,1002369031.7928001,513934895.99999994
2011-05-12,5013825279.12,1162152933.6105,2000462860.404,969059535.2945,606746993.5844
2011-06-12,3959737075.0,998732006.01,1451157189.8911,661426142.8356,491808687.7858
2011-07-12,4234777611.3943996,1255380280.9911,1407171530.1105,741477880.4858999,742415105.8484999
2011-08-12,5250978311.7652,830702310.5556,1486562693.0152,610170494.4332,1492274135.5938
2011-09-12,4175088232.5656,995803158.8412,1735557788.6864,570167712.1643001,1438945856.0
2011-12-12,4213220502.0192003,823123281.3728,1365766892.9233,686460515.3826001,446559050.99999994
2011-12-13,4706389380.7448,1678255576.5135,2520132503.2065,900694094.2155,640974848.6376
2011-12-14,5524807313.634,2092995063.2993999,2412740095.7046003,619315632.0,801604210.5423
2011-12-15,3467300890.2000003,1315929437.7005,1492206791.2352,618028800.0,1160036743.9041998
2011-12-16,5735417795.788799,1207934732.6795,2791334301.048,1235479547.6429,960345875.0
2011-12-19,3215074044.3528,813010497.0672001,1332840344.6043,573339181.9753,602003012.5068
2011-12-20,4768584085.4792,839610270.4004,1505417278.2491999,790221567.2569001,757803475.0
2011-12-21,3723062062.692,1406429193.4002001,1563196657.8304,553316279.4822,491206831.31700003
2011-12-22,2880360791.7252,840527942.3051,1147483273.0451999,484157040.00000006,433310951.5365
2011-12-23,3880599300.4856,619859516.5035,920364818.0336001,429087753.5099,361948809.1002
